,scenario_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type
95,24,p63,55.75443615108232,19.592672586022218,45.077739488917686,47.757582353977774,1.473982572,1.473982572,481,436,1
96,25,c148,16.306401453276514,8.823324897989025,76.68863574,47.52621593,6.198613087000001,6.198613087000001,1888,1829,2
97,25,p483,47.15856799781149,48.95644326612133,60.455626672188515,26.736837703878667,1.498148356,2.0989668519999998,1870,1846,1
98,26,p64,56.461251437013104,19.7973418102524,50.9767186629869,48.5568673997476,1.6854016280000002,1.686390254,491,460,1
99,26,c13,15.639285849201919,6.756575036996449,83.84315927,53.78988471,2.320818524,5.5525823579999996,506,403,2
100,27,p66,56.919775792907274,21.373652275629198,46.914308837092726,48.565167254370806,1.135905405,1.8440669459999999,516,469,1
101,27,c13,15.639285849201919,6.756575036996449,83.84315927,53.78988471,2.320818524,5.5525823579999996,506,403,2
102,28,p66,56.919775792907274,21.373652275629198,46.914308837092726,48.565167254370806,1.135905405,1.8440669459999999,516,469,1
103,28,c14,10.439249452709014,2.493207660163562,80.59855565,49.7736295,4.270970158,5.356891622,522,433,2
104,29,c37,95.40807149483938,62.319106981856706,30.45655727,24.12562122,3.7384946560000003,8.04203894,532,469,2
105,29,p66,56.919775792907274,21.373652275629198,46.914308837092726,48.565167254370806,1.135905405,1.8440669459999999,516,469,1
106,29,p65,51.689740425903636,19.223574019665417,44.64340336409637,45.465718710334585,0.9314644409999999,1.277822141,525,480,1
107,29,p67,55.843277479911606,25.726286704049638,51.867743760088395,44.811830905950366,0.46625594,1.3976356369999998,527,483,1
108,29,p68,57.47641907268116,23.000735334018167,49.67883636731884,47.10981546598184,1.276494195,1.396666725,527,490,1
109,29,p46,46.472124998313454,45.13474992475692,51.875696291686545,19.235231205243082,0.407862105,1.870765148,535,494,1
110,29,p47,47.18162821757279,46.34936481946325,52.91726061242721,19.32087099053675,0.776559587,1.6130357309999999,537,494,1
111,29,p48,45.50899048264307,45.95623125610603,58.17374210735693,25.068234633893972,0.784165662,1.366104252,538,499,1
112,30,c38,92.64476027159503,60.58742963589066,29.17241934,23.50185293,3.684055507,6.357813683,559,512,2
113,30,p160,59.6918780253164,50.06648128878005,69.2903117346836,30.348208631219954,0.21328404,1.841580948,559,511,1
114,30,p122,74.32742887998744,34.83593744034163,52.93135624001256,48.12197411965837,1.231983468,1.284911392,547,508,1
115,30,p123,76.64787046897659,36.52605323035634,49.704429861023414,42.67455366964366,1.432131253,1.432131253,563,510,1
116,31,c39,93.9711949823929,61.06020044031206,29.72872674,23.97255105,3.9775233510000003,5.854729671,577,519,2
117,31,p123,76.64787046897659,36.52605323035634,49.704429861023414,42.67455366964366,1.432131253,1.432131253,563,510,1
118,31,p124,66.4529970471725,28.564024359747965,54.264361222827496,51.25522028025204,1.273070324,1.613130697,561,530,1
119,31,p160,59.6918780253164,50.06648128878005,69.2903117346836,30.348208631219954,0.21328404,1.841580948,559,511,1
120,31,p161,76.07329000836866,61.20634819298627,64.94764709163135,29.306663757013727,1.438568971,1.731729799,562,521,1
121,31,p162,67.2838800136638,57.14750789519096,67.29330965633619,28.16832986480904,1.288330848,1.6380396169999998,563,525,1
122,32,c39,93.9711949823929,61.06020044031206,29.72872674,23.97255105,3.9775233510000003,5.854729671,577,519,2
123,32,p51,48.922166562963675,47.436627731895456,54.50158839703632,17.946368978104545,1.079238645,1.7608520090000002,585,547,1
124,32,p52,47.95977799873682,48.37750767625297,53.15214339126318,19.06853939374703,1.08803023,1.638690831,583,544,1
125,32,p70,55.64327208793205,21.396025720576898,47.682785982067955,45.584197159423105,0.9913642640000001,1.011198888,578,525,1
126,32,p71,55.82364908605067,21.437154196535552,48.868776303949325,44.93929617346445,1.048907946,1.048907946,574,525,1
127,33,c15,6.2940614051456265,1.1524890396245837,84.60497523,52.96551638,6.855625761000001,6.855625761000001,581,533,2
128,33,p127,78.14221723681928,40.87863253109077,54.66042811318073,47.07712862890922,1.033332905,1.208645015,586,541,1
129,33,p128,78.59429795577658,39.06116551994043,53.406970364223426,51.58391933005957,0.9478175809999999,1.474991748,591,542,1
130,34,c40,32.86203453967177,21.152340725345336,77.50153136,47.73655114,0.20553161399999997,3.998812975,654,579,2
131,34,p53,47.470599669538615,45.63973146734115,46.23091603046139,16.774035882658854,0.8078798509999999,1.3448856740000001,611,561,1
132,34,p54,46.63370437226594,46.10644150466999,45.025588777734065,17.654089525330015,0.8201649,1.4320905659999998,610,561,1
133,35,c41,21.660885066584036,12.12339383760327,77.11478824,48.15828393,1.8795502380000002,3.688227545,660,596,2
134,35,p226,46.09288174221697,15.224968373137843,18.02952276778303,28.095753766862153,1.58954455,1.58954455,641,597,1
135,35,p225,45.91388807007281,17.505540421675963,23.710429909927193,29.977399338324037,0.608824508,1.547750559,642,594,1
136,36,c40,32.86203453967177,21.152340725345336,77.50153136,47.73655114,0.20553161399999997,3.998812975,654,579,2
137,36,p165,38.90781784439224,54.990219456891154,64.65963585560776,14.817238133108845,3.0334860989999997,3.6144827260000003,636,612,1
138,37,c67,80.8959681264734,53.446812643179,21.59076475,18.37786699,4.013070002,8.642046742,650,629,2
139,37,p321,57.45608859811878,50.89683556730904,59.716895021881214,29.85602658269096,0.736592941,1.600443686,670,626,1
140,38,c147,12.06044275619937,5.472535626533861,80.02253588,49.29765705,6.11199142,6.11199142,1868,1821,2
141,38,p590,61.99640765319684,31.305917033520863,53.492661626803155,45.46935447647913,1.117839794,1.174125131,1865,1841,1
142,39,c42,18.988974051563513,9.380433583460634,77.44515407,47.38963064,2.9829462380000002,3.6739421780000003,667,606,2
143,39,p321,57.45608859811878,50.89683556730904,59.716895021881214,29.85602658269096,0.736592941,1.600443686,670,626,1
144,39,p166,51.075544982200874,43.09922560810731,57.83805855779912,32.775850441892686,0.317987614,0.895612065,670,638,1
145,40,c43,23.03689225666653,13.783080575085371,79.56832239,49.05841135,2.8740253410000003,4.219514707,674,633,2
146,40,p321,57.45608859811878,50.89683556730904,59.716895021881214,29.85602658269096,0.736592941,1.600443686,670,626,1
147,40,p166,51.075544982200874,43.09922560810731,57.83805855779912,32.775850441892686,0.317987614,0.895612065,670,638,1
148,40,p227,58.68630115063836,19.055724160208534,44.55603825936164,48.882765639791465,1.748988222,1.748988222,678,640,1
149,41,c68,89.12498947020936,58.02271617500037,22.14422707,18.30947208,1.3599155219999999,5.369667115,694,621,2
150,41,p281,77.65806665213573,37.4166988218658,58.56227941786427,49.224468178134195,0.76728216,1.543242865,659,615,1
151,41,p282,76.93904204327463,39.917792931105794,60.74943480672538,50.128162838894205,0.35909885700000005,1.4321726959999999,658,615,1
152,42,c68,89.12498947020936,58.02271617500037,22.14422707,18.30947208,1.3599155219999999,5.369667115,694,621,2
153,42,p322,55.254240810438034,54.378219974873545,73.89204968956197,32.37520826512646,1.121316618,2.101463099,688,637,1
154,43,c68,89.12498947020936,58.02271617500037,22.14422707,18.30947208,1.3599155219999999,5.369667115,694,621,2
155,43,p167,47.05494488011296,46.622128270046304,60.40031741988704,30.027692069953694,1.31525366,1.3566851580000001,674,647,1
156,43,p168,45.59572448701954,48.586124577927876,58.37276401298047,21.838026792072128,1.360749244,1.718835308,682,648,1
157,43,p169,45.26118696045937,47.45096225550488,60.24368016954064,28.65217251449513,1.097374813,1.76094627,679,650,1
158,43,p170,46.49721121864967,48.07019448895389,59.73578722135033,27.909930501046116,1.357081196,1.4944612819999998,681,651,1
159,43,p122,74.32742887998744,34.83593744034163,52.93135624001256,48.12197411965837,1.231983468,1.284911392,547,508,1
160,44,c68,89.12498947020936,58.02271617500037,22.14422707,18.30947208,1.3599155219999999,5.369667115,694,621,2
161,44,p173,47.12237678073642,48.90600098953777,48.517382879263586,16.133916710462227,1.4020199930000001,1.7669481230000001,701,662,1
162,45,c68,89.12498947020936,58.02271617500037,22.14422707,18.30947208,1.3599155219999999,5.369667115,694,621,2
163,45,p228,31.45474096824074,1.994808895601352,28.175594611759262,38.62032023439865,2.024307226,2.2644969280000002,699,662,1
164,46,c69,83.35713964350424,54.82966950888514,23.84408385,19.8303348,2.028336702,5.439522655,698,644,2
165,46,p177,43.28780288116673,45.72425261264394,41.501340908833264,8.93265215735606,1.096562518,2.4840620490000003,717,667,1
166,47,c45,17.686725188436178,8.238098024576235,79.81596409999999,49.27821505,2.67074266,3.2173640239999997,759,674,2
167,47,p178,45.860051075350114,45.50121457064522,56.81341593464989,24.646651209354786,0.8042604999999999,1.357124327,725,685,1
168,47,p180,47.90629517433094,47.786824771550904,57.792655365669056,23.680918358449095,1.251652523,1.525371813,722,689,1
169,48,c45,17.686725188436178,8.238098024576235,79.81596409999999,49.27821505,2.67074266,3.2173640239999997,759,674,2
170,48,p183,44.545099479031485,47.66025372496595,61.389950210968514,29.02981479503405,1.13697844,2.070762048,727,701,1
171,48,p184,44.88436154554928,47.19770844080366,62.152399774450714,29.85672923919634,1.0974703140000002,2.12982287,727,702,1
172,49,c45,17.686725188436178,8.238098024576235,79.81596409999999,49.27821505,2.67074266,3.2173640239999997,759,674,2
173,49,p185,47.43827717249286,48.63618148767896,57.42062593750714,20.480726392321035,1.184603604,1.73513745,750,711,1
174,50,c45,17.686725188436178,8.238098024576235,79.81596409999999,49.27821505,2.67074266,3.2173640239999997,759,674,2
175,50,p228,31.45474096824074,1.994808895601352,28.175594611759262,38.62032023439865,2.024307226,2.2644969280000002,699,662,1
176,51,c49,13.669947789829191,5.3364119656084785,79.79265190000001,50.42607876,3.9433493680000002,4.285314785,808,746,2
177,51,p188,41.80086968593689,48.09465692441184,51.79218046406311,16.079787045588166,1.6543408419999999,2.209263228,784,744,1
178,52,c49,13.669947789829191,5.3364119656084785,79.79265190000001,50.42607876,3.9433493680000002,4.285314785,808,746,2
179,52,p189,45.99473785240497,46.413822392022745,57.16643149759503,24.212212807977252,1.003570674,1.305159631,804,744,1
180,52,p191,44.07380870700068,46.29195072935403,59.15404606299933,24.429018320645977,1.21762031,1.6124250180000002,802,764,1
181,53,c73,90.0204572452687,58.86067291080025,27.16149456,22.09693641,3.529218626,7.1129149289999996,818,767,2
182,53,p193,50.0021901337212,44.39789341895597,58.013823036278794,31.20631635104403,0.675127237,0.985281106,814,779,1
183,53,p194,45.25201779307197,47.81144273152833,58.09004295692802,22.83437472847167,1.4481112230000002,1.682225461,818,787,1
184,54,c74,85.72684028054269,56.33303840613921,22.60552621,18.85965699,3.2540733910000004,7.8637223270000005,835,778,2
185,54,p291,78.7399356116624,36.515389854671625,54.03023002833759,49.66610140532838,1.025390453,1.934634185,815,771,1
186,55,c75,85.64539012960965,56.815788425040665,22.59784466,18.7102648,2.974565578,7.891661683,838,783,2
187,55,p292,68.14994816602568,28.759140364866035,66.93780691397433,56.90467299513397,1.218046934,1.587143391,819,779,1
188,55,p325,61.8370956035276,50.271579763779194,75.3807687764724,37.29445285622081,0.563481827,1.0258977390000001,848,791,1
189,56,c51,21.19255195047989,11.053894347411598,76.83313196,47.85351559,4.795333768,4.795333768,849,760,2
190,56,p189,45.99473785240497,46.413822392022745,57.16643149759503,24.212212807977252,1.003570674,1.305159631,804,744,1
191,56,p192,45.35946836241036,47.36316016842264,61.11780912758964,28.574545401577367,1.4721601530000001,1.60759992,800,773,1
192,56,p191,44.07380870700068,46.29195072935403,59.15404606299933,24.429018320645977,1.21762031,1.6124250180000002,802,764,1
193,57,c51,21.19255195047989,11.053894347411598,76.83313196,47.85351559,4.795333768,4.795333768,849,760,2
194,57,p193,50.0021901337212,44.39789341895597,58.013823036278794,31.20631635104403,0.675127237,0.985281106,814,779,1
195,57,p194,45.25201779307197,47.81144273152833,58.09004295692802,22.83437472847167,1.4481112230000002,1.682225461,818,787,1
196,57,c73,90.0204572452687,58.86067291080025,27.16149456,22.09693641,3.529218626,7.1129149289999996,818,767,2
197,58,c74,85.72684028054269,56.33303840613921,22.60552621,18.85965699,3.2540733910000004,7.8637223270000005,835,778,2
198,58,p197,46.3546698612695,47.554671548012514,58.363587848730496,22.89122568198748,1.110689972,1.6766637999999998,837,799,1
199,58,c51,21.19255195047989,11.053894347411598,76.83313196,47.85351559,4.795333768,4.795333768,849,760,2
200,59,c50,15.096820306767437,6.464060904645397,80.37113701,49.72719846,3.201789246,3.201789246,872,767,2
201,59,p197,46.3546698612695,47.554671548012514,58.363587848730496,22.89122568198748,1.110689972,1.6766637999999998,837,799,1
202,60,c50,15.096820306767437,6.464060904645397,80.37113701,49.72719846,3.201789246,3.201789246,872,767,2
203,60,p294,67.28473908005283,31.784295213776467,56.030430989947185,49.224868966223525,0.730986274,1.173515689,874,816,1
204,61,c77,83.11394932620051,53.788183428007315,25.074081600000003,20.97133021,3.9083241,5.467472423999999,867,825,2
205,61,p233,59.78590449746056,30.29135928656934,48.40274102253944,46.02181102343066,0.799910881,1.7158104930000002,857,830,1
206,61,p199,46.84965391504716,45.31080412305651,57.57976910495284,25.32719949694348,0.596248345,1.348771512,871,826,1
207,62,c78,75.35559316219056,49.468817852251,25.92677526,21.74858266,2.543395663,4.683601203,885,838,2
208,62,p328,54.915421755234874,48.98271812209372,66.13413391476513,29.617294797906276,0.836974553,1.208119215,884,840,1
209,62,p326,56.09956338577744,50.10163545480302,67.15758654422255,29.986598995196985,0.8506583409999999,1.366559114,883,841,1
210,62,p294,67.28473908005283,31.784295213776467,56.030430989947185,49.224868966223525,0.730986274,1.173515689,874,816,1
211,63,c52,15.006027592445292,7.023519268644471,80.47781272,49.89066572,4.702164778999999,5.283311004,901,851,2
212,63,p200,45.537528380568006,46.23213118197352,58.076301499432,23.984645138026476,0.89747869,1.411462045,890,850,1
213,63,p201,36.19958247434138,39.71658591000109,62.625819205658615,32.35403479999891,1.08461003,1.538648767,890,853,1
214,64,c52,15.006027592445292,7.023519268644471,80.47781272,49.89066572,4.702164778999999,5.283311004,901,851,2
215,64,p202,45.00540389315021,46.36018064175469,58.7907476768498,24.25587182824531,1.173045628,1.485226295,904,861,1
216,65,p205,46.410885270474076,45.159322880042886,50.58824055952593,19.152870899957115,0.743415987,1.655710865,943,898,1
217,65,c53,20.422110947948056,12.576174874533631,79.3851774,49.16069513,5.109462931,6.3605962620000005,956,914,2
218,65,p206,43.3993419110765,46.21889053299346,51.0606905989235,18.794991337006536,1.077991236,1.690477077,944,902,1
219,66,p209,45.04799900639405,39.881992763205936,36.88669590360595,13.541995896794067,0.5940385,1.7146755519999999,963,890,1
220,66,c55,19.460299731092952,10.53071247027978,81.58330896,50.40548126,3.454115435,5.241116667,966,926,2
221,66,p210,42.186896742990726,38.66575477679082,37.272679617009274,14.63699617320918,0.326454712,1.5613480259999999,968,904,1
222,67,p300,65.33963589355201,28.19660168326952,56.12821113644797,52.422688276730476,1.273388381,1.331540487,983,945,1
223,67,c55,19.460299731092952,10.53071247027978,81.58330896,50.40548126,3.454115435,5.241116667,966,926,2
224,68,p301,75.69328885190716,37.56144743619243,63.151439468092846,52.24420773380757,0.500627086,1.120408914,989,939,1
225,68,c54,19.22400333332318,10.434835585468306,80.67358808,49.79970583,4.384613438,4.831764365,962,921,2
226,69,p301,75.69328885190716,37.56144743619243,63.151439468092846,52.24420773380757,0.500627086,1.120408914,989,939,1
227,69,p302,80.12346785073032,35.08410746575762,60.07457869926967,54.27993342424238,1.50737033,1.605792753,993,959,1
228,69,p336,60.963480823222994,54.112767261459545,69.97381777677701,31.636294028540455,0.636310852,1.805970743,1007,970,1
229,69,p335,61.09467478194375,53.20637160845415,70.57544909805624,30.905370721545857,0.818320887,1.663416468,1008,970,1
230,69,c84,75.64310840804409,50.80155884152395,30.08320119,24.02480095,0.303470206,4.890511758,1025,957,2
231,70,p304,78.04643638097438,35.50024503766272,49.236177299025606,48.83532099233728,1.877318366,1.877318366,1012,977,1
232,70,p305,66.42733694142017,30.543985376038215,54.63982866857983,47.756442153961785,0.9283151070000001,1.034368156,1017,976,1
233,70,c57,18.11878915375815,9.997168474638384,89.39018840000001,54.89568754,3.6115102439999998,7.882268249,1006,969,2
234,71,p217,46.74567606094647,46.76857107525531,41.261933159053534,13.998554604744687,1.264987405,1.8935977830000001,1069,997,1
235,71,p218,46.04557008852015,45.847494884481605,41.60792910147985,15.277802845518394,1.322179959,1.5938770919999998,1069,999,1
236,71,c84,75.64310840804409,50.80155884152395,30.08320119,24.02480095,0.303470206,4.890511758,1025,957,2
237,72,p217,46.74567606094647,46.76857107525531,41.261933159053534,13.998554604744687,1.264987405,1.8935977830000001,1069,997,1
238,72,p218,46.04557008852015,45.847494884481605,41.60792910147985,15.277802845518394,1.322179959,1.5938770919999998,1069,999,1
